id,name,team,position,jersey,dob,age,western,chinese,chineseEnglish,chineseYearOnly,cnyDiffers,lifePath,lifePathDigitSum,natalCompound,yearsExp,college
00-0035269,Matt Gay,LV,K,14,1994-03-15,32,Pisces,Dog,Wood Dog,Dog,false,41/5,32/5,32/5,7,Utah; Utah Valley
00-0034973,Maxx Crosby,LV,DL,98,1997-08-22,29,Leo,Ox,Fire Ox,Ox,false,56/11,38/11,38/11,7,Eastern Michigan
00-0039066,Michael Mayer,LV,TE,87,2001-07-06,25,Cancer,Snake,Metal Snake,Snake,false,16/7,16/7,16/7,3,Notre Dame
00-0040878,Mike Washington Jr.,LV,RB,4,2003-07-03,23,Cancer,Goat,Water Goat,Goat,false,15/6,15/6,15/6,0,Arkansas; New Mexico State; Buffalo
00-0037615,Nakobe Dean,LV,LB,17,2000-12-13,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,27/9,9,9,4,Georgia
00-0036922,Patrick Johnson,LV,LB,93,1998-01-10,28,Capricorn,Ox,Fire Ox,Tiger,true,38/11,29/11,29/11,5,Tulane
00-0037074,Quay Walker,LV,LB,7,2000-05-08,26,Taurus,Dragon,Metal Dragon,Dragon,false,15/6,15/6,15/6,4,Georgia
00-0037527,Segun Olubi,LV,LB,50,1999-11-01,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,40/4,31/4,31/4,4,San Diego State
00-0037829,Spencer Burford,LV,OL,70,2000-07-19,26,Cancer,Dragon,Metal Dragon,Dragon,false,28/10/1,19/10/1,19/10/1,4,Texas-San Antonio
00-0034376,Taron Johnson,LV,DB,3,1996-07-27,30,Leo,Rat,Fire Rat,Rat,false,59/14/5,41/5,41/5,8,Weber State
00-0037262,Thomas Booker,LV,DL,99,1999-11-11,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,50/5,32/5,32/5,4,Stanford
00-0039374,Tommy Eichenberg,LV,LB,44,2001-01-11,25,Capricorn,Dragon,Metal Dragon,Snake,true,15/6,6,6,2,Ohio State
00-0040169,Tonka Hemingway,LV,DL,97,2001-10-31,24,Scorpio,Snake,Metal Snake,Snake,false,44/8,8,8,1,South Carolina
00-0038563,Tre Tucker,LV,WR,1,2001-03-08,25,Pisces,Snake,Metal Snake,Snake,false,14/5,14/5,14/5,3,Cincinnati
00-0040871,Trey Zuhn III,LV,OL,66,2002-10-12,23,Libra,Horse,Water Horse,Horse,false,26/8,8,8,0,Texas A&M
00-0040868,Treydan Stukes,LV,DB,31,2001-09-11,25,Virgo,Snake,Metal Snake,Snake,false,23/5,14/5,14/5,0,Arizona
00-0037825,Tyler Linderbaum,LV,OL,65,2000-04-07,26,Aries,Dragon,Metal Dragon,Dragon,false,13/4,13/4,13/4,4,Iowa
00-0036171,Aaron Brewer,MIA,OL,55,1997-10-28,28,Scorpio,Ox,Fire Ox,Ox,false,64/10/1,37/10/1,37/10/1,6,Texas State-San Marcos
00-0039485,Andrew Meyer,MIA,OL,60,2000-01-14,26,Capricorn,Rabbit,Earth Rabbit,Dragon,true,17/8,8,8,2,Texas-El Paso
00-0036248,Austin Jackson,MIA,OL,73,1999-08-11,27,Leo,Rabbit,Earth Rabbit,Rabbit,false,47/11,38/11,38/11,6,USC
00-0032065,Bradley Pinion,MIA,P,48,1994-06-01,32,Gemini,Dog,Wood Dog,Dog,false,30/3,30/3,30/3,11,Clemson
00-0039863,Caedan Wallace,MIA,OL,77,2000-04-18,26,Aries,Dragon,Metal Dragon,Dragon,false,24/6,15/6,15/6,2,Penn State; West Virginia
00-0041523,Caleb Douglas,MIA,WR,7,2003-09-09,23,Virgo,Goat,Water Goat,Goat,false,23/5,23/5,23/5,0,Texas Tech; Florida
00-0041525,Chris Bell,MIA,WR,18,2004-06-07,22,Gemini,Monkey,Wood Monkey,Monkey,false,19/10/1,19/10/1,19/10/1,0,Louisville
00-0041533,Chris Johnson,MIA,DB,3,2004-11-09,21,Scorpio,Monkey,Wood Monkey,Monkey,false,26/8,17/8,17/8,0,San Diego State
00-0035692,Clelin Ferrell,MIA,DL,98,1997-05-17,29,Taurus,Ox,Fire Ox,Ox,false,48/12/3,39/12/3,39/12/3,7,Clemson
00-0040182,Dante Trader Jr.,MIA,DB,11,2003-02-13,23,Aquarius,Goat,Water Goat,Goat,false,20/2,11,11,1,Maryland
00-0039040,De'Von Achane,MIA,RB,28,2001-10-13,24,Libra,Snake,Metal Snake,Snake,false,26/8,8,8,3,Texas A&M
00-0041436,DJ Herman,MIA,RB,34,2002-03-17,24,Pisces,Horse,Water Horse,Horse,false,24/6,15/6,15/6,0,San Diego State
00-0037252,Greg Dulcich,MIA,TE,85,2000-03-26,26,Aries,Dragon,Metal Dragon,Dragon,false,31/4,13/4,13/4,4,UCLA
00-0040066,Jackson Woodard,MIA,LB,42,2002-07-02,24,Cancer,Horse,Water Horse,Horse,false,13/4,13/4,13/4,1,UNLV; Arkansas
00-0041522,Jacob Rodriguez,MIA,LB,10,2002-09-06,24,Virgo,Horse,Water Horse,Horse,false,19/10/1,19/10/1,19/10/1,0,Texas Tech; Virginia
00-0039832,Jarrett Kingston,MIA,OL,62,1999-12-02,26,Sagittarius,Rabbit,Earth Rabbit,Rabbit,false,42/6,33,33,2,USC; Washington State
00-0040178,Jason Marshall Jr.,MIA,DB,4,2002-09-06,24,Virgo,Horse,Water Horse,Horse,false,19/10/1,19/10/1,19/10/1,1,Florida
00-0039874,Jaylen Wright,MIA,RB,5,2003-04-01,23,Aries,Goat,Water Goat,Goat,false,10/1,10/1,10/1,2,Tennessee
00-0039383,Jaylin Simpson,MIA,DB,32,2000-03-17,26,Pisces,Dragon,Metal Dragon,Dragon,false,22,13/4,13/4,2,Auburn
00-0040742,Jonah Savaiinaea,MIA,OL,71,2004-01-13,22,Capricorn,Goat,Water Goat,Monkey,true,20/2,11,11,1,Arizona
00-0040175,Jordan Phillips,MIA,DL,94,2004-06-30,22,Cancer,Monkey,Wood Monkey,Monkey,false,42/6,15/6,15/6,1,Maryland; Tennessee
00-0036409,Jordyn Brooks,MIA,LB,20,1997-10-21,28,Libra,Ox,Fire Ox,Ox,false,57/12/3,30/3,30/3,6,Texas Tech
00-0036159,Joshua Uche,MIA,LB,9,1998-09-18,28,Virgo,Tiger,Earth Tiger,Tiger,false,54/9,45/9,45/9,6,Michigan
00-0039156,Julius Brents,MIA,DB,8,2000-01-18,26,Capricorn,Rabbit,Earth Rabbit,Dragon,true,21/3,12/3,12/3,3,Kansas State
00-0039532,Julius Wood,MIA,DB,25,2001-05-02,25,Taurus,Snake,Metal Snake,Snake,false,10/1,10/1,10/1,2,East Carolina; Blinn College
00-0041521,Kadyn Proctor,MIA,OL,74,2005-06-04,21,Gemini,Rooster,Wood Rooster,Rooster,false,17/8,17/8,17/8,0,Alabama
00-0040655,Keith Cooper Jr.,MIA,DL,97,2003-03-30,23,Aries,Goat,Water Goat,Goat,false,38/11,11,11,1,Houston; Tulane
00-0041529,Kevin Coleman Jr.,MIA,WR,21,2003-09-10,23,Virgo,Goat,Water Goat,Goat,false,24/6,15/6,15/6,0,Missouri; Mississippi State; Louisville; Jackson State University
00-0040014,Kyle McCord,MIA,QB,14,2002-09-19,24,Virgo,Horse,Water Horse,Horse,false,32/5,23/5,23/5,1,Syracuse; Ohio State
00-0038429,Liam Anderson,MIA,LB,50,2000-04-30,26,Taurus,Dragon,Metal Dragon,Dragon,false,36/9,9,9,3,Holy Cross
00-0036682,Malik Herring,MIA,DL,90,1997-11-09,28,Scorpio,Ox,Fire Ox,Ox,false,46/10/1,37/10/1,37/10/1,5,Georgia
00-0039880,Malik Washington,MIA,WR,6,2000-10-20,25,Libra,Dragon,Metal Dragon,Dragon,false,32/5,5,5,2,Virginia; Northwestern
00-0038128,Malik Willis,MIA,QB,2,1999-05-25,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,58/13/4,40/4,40/4,4,Liberty; Auburn
00-0041531,Max Llewellyn,MIA,DL,57,2002-08-16,24,Leo,Horse,Water Horse,Horse,false,28/10/1,19/10/1,19/10/1,0,Iowa
00-0041528,Michael Taaffe,MIA,DB,16,2003-02-18,23,Aquarius,Goat,Water Goat,Goat,false,25/7,16/7,16/7,0,Texas
00-0040198,Ollie Gordon II,MIA,RB,0,2004-01-15,22,Capricorn,Goat,Water Goat,Monkey,true,22,13/4,13/4,1,Oklahoma State
00-0039899,Patrick Paul,MIA,OL,52,2001-11-01,24,Scorpio,Snake,Metal Snake,Snake,false,15/6,6,6,2,Houston
00-0038521,Reese Taylor,MIA,DB,35,1999-08-27,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,63/9,45/9,45/9,3,Purdue
00-0036816,Riley Patterson,MIA,K,47,1999-09-07,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,44/8,44/8,44/8,5,Memphis
00-0038603,Rob Beal Jr.,MIA,DL,51,1999-08-18,27,Leo,Rabbit,Earth Rabbit,Rabbit,false,54/9,45/9,45/9,3,Georgia
00-0038824,Ryan Miller,MIA,WR,84,2000-02-20,26,Pisces,Dragon,Metal Dragon,Dragon,false,24/6,6,6,3,Furman
00-0041579,Seydou Traore,MIA,TE,83,2002-08-12,24,Leo,Horse,Water Horse,Horse,false,24/6,15/6,15/6,0,Mississippi State; Arkansas State
00-0037686,Tucker Addington,MIA,LS,46,1997-07-16,29,Cancer,Ox,Fire Ox,Ox,false,49/13/4,40/4,40/4,5,Sam Houston State
00-0041524,Will Kacmarek,MIA,TE,89,2003-02-12,23,Aquarius,Goat,Water Goat,Goat,false,19/10/1,10/1,10/1,0,Ohio State; Ohio
00-0036362,Willie Gay Jr.,MIA,LB,40,1998-02-15,28,Aquarius,Tiger,Earth Tiger,Tiger,false,44/8,35/8,35/8,6,Mississippi State
00-0034285,Zach Sieler,MIA,DL,92,1995-09-07,31,Virgo,Pig,Wood Pig,Pig,false,40/4,40/4,40/4,8,Ferris State
00-0036677,Zayne Anderson,MIA,DB,23,1997-01-03,29,Capricorn,Rat,Fire Rat,Ox,true,30/3,30/3,30/3,5,BYU
00-0040248,Zeek Biggers,MIA,DL,93,2003-10-04,22,Libra,Goat,Water Goat,Goat,false,19/10/1,10/1,10/1,1,Georgia Tech
00-0033293,Aaron Jones,MIN,RB,33,1994-12-02,31,Sagittarius,Dog,Wood Dog,Dog,false,37/10/1,28/10/1,28/10/1,9,Texas-El Paso
00-0029714,Andrew DePaola,MIN,LS,42,1987-07-28,39,Leo,Rabbit,Fire Rabbit,Rabbit,false,60/6,42/6,42/6,14,Rutgers
00-0035272,Andrew Van Ginkel,MIN,LB,43,1995-07-01,31,Cancer,Pig,Wood Pig,Pig,false,32/5,32/5,32/5,7,Wisconsin; Iowa Western CC; South Dakota
00-0036347,Blake Brandel,MIN,OL,64,1997-01-23,29,Aquarius,Rat,Fire Rat,Ox,true,50/5,32/5,32/5,6,Oregon State
00-0035276,Blake Cashman,MIN,LB,51,1996-05-10,30,Taurus,Rat,Fire Rat,Rat,false,40/4,31/4,31/4,7,Minnesota
00-0039718,Bo Richter,MIN,LB,98,2000-08-13,26,Leo,Dragon,Metal Dragon,Dragon,false,23/5,14/5,14/5,2,Air Force
00-0041581,Brett Thorson,MIN,P,19,2000-01-06,26,Capricorn,Rabbit,Earth Rabbit,Dragon,true,9,9,9,0,Georgia
00-0034158,Brian O'Neill,MIN,OL,75,1995-09-15,31,Virgo,Pig,Wood Pig,Pig,false,48/12/3,39/12/3,39/12/3,8,Pittsburgh
00-0035236,Byron Murphy,MIN,DB,7,1998-01-18,28,Capricorn,Ox,Fire Ox,Tiger,true,46/10/1,37/10/1,37/10/1,7,Washington
00-0041033,Caleb Banks,MIN,DL,95,2003-03-12,23,Pisces,Goat,Water Goat,Goat,false,20/2,11,11,0,Florida; Louisville
00-0032950,Carson Wentz,MIN,QB,11,1992-12-30,33,Capricorn,Monkey,Water Monkey,Monkey,false,63/9,27/9,27/9,10,North Dakota State
00-0041083,Charles Demmings,MIN,DB,20,2003-04-05,23,Aries,Goat,Water Goat,Goat,false,14/5,14/5,14/5,0,Stephen F. Austin State
00-0040496,Chaz Chambliss,MIN,LB,32,2002-10-25,23,Scorpio,Horse,Water Horse,Horse,false,39/12/3,12/3,12/3,1,Georgia
00-0036616,Christian Darrisaw,MIN,OL,71,1999-06-02,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,36/9,36/9,36/9,5,Virginia Tech
00-0039924,Dallas Turner,MIN,LB,15,2003-02-02,23,Aquarius,Goat,Water Goat,Goat,false,9,9,9,2,Alabama
00-0036425,DeeJay Dallas,MIN,RB,31,1998-09-16,28,Virgo,Tiger,Earth Tiger,Tiger,false,52/7,43/7,43/7,6,Miami
00-0041104,Demond Claiborne,MIN,RB,21,2003-10-09,22,Libra,Goat,Water Goat,Goat,false,24/6,15/6,15/6,0,Wake Forest
00-0041342,Dillon Bell,MIN,WR,89,2003-11-06,22,Scorpio,Goat,Water Goat,Goat,false,22,13/4,13/4,0,Georgia
00-0041046,Domonique Orange,MIN,DL,97,2004-03-11,22,Pisces,Monkey,Wood Monkey,Monkey,false,20/2,11,11,0,Iowa State
00-0040661,Donovan Jackson,MIN,OL,74,2002-12-04,23,Sagittarius,Horse,Water Horse,Horse,false,20/2,11,11,1,Ohio State
00-0033336,Eric Wilson,MIN,LB,55,1994-09-26,31,Libra,Dog,Wood Dog,Dog,false,58/13/4,40/4,40/4,9,Cincinnati; Northwestern
00-0040215,Gavin Bartholomew,MIN,TE,86,2003-04-30,23,Taurus,Goat,Water Goat,Goat,false,39/12/3,12/3,12/3,1,Pittsburgh
00-0029606,Harrison Smith,MIN,DB,22,1989-02-02,37,Aquarius,Dragon,Earth Dragon,Snake,true,31/4,31/4,31/4,14,Notre Dame
00-0036222,Isaiah Rodgers,MIN,DB,2,1998-01-07,28,Capricorn,Ox,Fire Ox,Tiger,true,35/8,35/8,35/8,6,UMass Amherst
00-0038807,Ivan Pace Jr.,MIN,LB,0,2000-12-16,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,30/3,12/3,12/3,3,Cincinnati; Miami (Ohio)
00-0039923,J.J. McCarthy,MIN,QB,9,2003-01-20,23,Aquarius,Horse,Water Horse,Goat,true,26/8,8,8,2,Michigan
00-0041354,Jacob Thomas,MIN,DB,29,2004-05-30,22,Gemini,Monkey,Wood Monkey,Monkey,false,41/5,14/5,14/5,0,James Madison
00-0041495,Jake Golday,MIN,LB,41,2003-05-23,23,Gemini,Goat,Water Goat,Goat,false,33,15/6,15/6,0,Cincinnati; Central Arkansas
00-0038778,Jalen Redmond,MIN,DL,61,1999-03-12,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,43/7,34/7,34/7,3,Oklahoma
00-0035795,James Pierre,MIN,DB,23,1996-09-16,30,Virgo,Rat,Fire Rat,Rat,false,50/5,41/5,41/5,6,Florida Atlantic
00-0038578,Jay Ward,MIN,DB,24,2000-07-13,26,Cancer,Dragon,Metal Dragon,Dragon,false,22,13/4,13/4,3,LSU
00-0040500,Joe Huber,MIN,OL,60,2002-05-02,24,Taurus,Horse,Water Horse,Horse,false,11,11,11,1,Wisconsin
00-0038994,Jordan Addison,MIN,WR,3,2002-01-27,24,Aquarius,Snake,Metal Snake,Horse,true,32/5,14/5,14/5,3,USC; Pittsburgh
00-0036348,Josh Metellus,MIN,DB,44,1998-01-21,28,Aquarius,Ox,Fire Ox,Tiger,true,49/13/4,31/4,31/4,6,Michigan
00-0035249,Josh Oliver,MIN,TE,84,1997-03-21,29,Aries,Ox,Fire Ox,Ox,false,50/5,32/5,32/5,7,San Jose State
00-0036322,Justin Jefferson,MIN,WR,18,1999-06-16,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,50/5,41/5,41/5,6,LSU
00-0031360,Kyle Van Noy,MIN,LB,17,1991-03-26,35,Aries,Goat,Metal Goat,Goat,false,49/13/4,31/4,31/4,12,BYU
00-0039421,Levi Drake Rodriguez,MIN,DL,50,2000-08-04,26,Leo,Dragon,Metal Dragon,Dragon,false,14/5,14/5,14/5,2,East Texas A&M
00-0041081,Max Bredeson,MIN,RB,45,2002-10-04,23,Libra,Horse,Water Horse,Horse,false,18/9,9,9,0,Michigan
00-0040506,Myles Price,MIN,WR,4,2001-12-16,24,Sagittarius,Snake,Metal Snake,Snake,false,31/4,13/4,13/4,1,Indiana; Texas Tech
00-0037404,Ryan Van Demark,MIN,OL,72,1998-03-22,28,Aries,Tiger,Earth Tiger,Tiger,false,52/7,34/7,34/7,4,Connecticut
00-0035229,T.J. Hockenson,MIN,TE,87,1997-07-03,29,Cancer,Ox,Fire Ox,Ox,false,36/9,36/9,36/9,7,Iowa
00-0040154,Tai Felton,MIN,WR,13,2003-03-15,23,Pisces,Goat,Water Goat,Goat,false,23/5,14/5,14/5,1,Maryland
00-0037301,Theo Jackson,MIN,DB,26,1998-10-02,27,Libra,Tiger,Earth Tiger,Tiger,false,39/12/3,30/3,30/3,4,Tennessee
00-0039310,Trevor Keegan,MIN,OL,69,2000-08-30,26,Virgo,Dragon,Metal Dragon,Dragon,false,40/4,13/4,13/4,2,Michigan
00-0040173,Tyrion Ingram-Dawkins,MIN,DL,90,2003-06-26,23,Cancer,Goat,Water Goat,Goat,false,37/10/1,19/10/1,19/10/1,1,Georgia
00-0036483,Will Fries,MIN,OL,76,1998-04-04,28,Aries,Tiger,Earth Tiger,Tiger,false,35/8,35/8,35/8,5,Penn State
00-0039404,Will Reichard,MIN,K,16,2001-01-09,25,Capricorn,Dragon,Metal Dragon,Snake,true,13/4,13/4,13/4,2,Alabama
00-0036979,Alijah Vera-Tucker,NE,OL,75,1999-06-17,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,51/6,42/6,42/6,5,USC
00-0040200,Andy Borregales,NE,K,8,2003-01-02,23,Capricorn,Horse,Water Horse,Goat,true,8,8,8,1,Miami
00-0037413,Ben Brown,NE,OL,77,1998-05-19,28,Taurus,Tiger,Earth Tiger,Tiger,false,51/6,42/6,42/6,4,Mississippi
00-0041541,Caleb Lomu,NE,OL,74,2004-12-23,21,Capricorn,Monkey,Wood Monkey,Monkey,false,41/5,14/5,14/5,0,Utah
00-0038564,Cameron Latu,NE,TE,36,2000-02-24,26,Pisces,Dragon,Metal Dragon,Dragon,false,28/10/1,10/1,10/1,3,Alabama
00-0041316,Channing Canada,NE,DB,29,2002-08-17,24,Leo,Horse,Water Horse,Horse,false,29/11,20/2,20/2,0,TCU; Trinity Valley CC
00-0039770,Charles Woods,NE,DB,22,2000-06-17,26,Gemini,Dragon,Metal Dragon,Dragon,false,25/7,16/7,16/7,2,SMU; West Virginia; Illinois State
00-0036981,Christian Barmore,NE,DL,90,1999-07-28,27,Leo,Rabbit,Earth Rabbit,Rabbit,false,63/9,45/9,45/9,5,Alabama
00-0036813,Christian Elliss,NE,LB,53,1999-01-02,27,Capricorn,Tiger,Earth Tiger,Rabbit,true,31/4,31/4,31/4,5,Idaho
00-0039147,Christian Gonzalez,NE,DB,0,2002-06-28,24,Cancer,Horse,Water Horse,Horse,false,38/11,20/2,20/2,3,Oregon
00-0040556,Corey Kiner,NE,RB,9,2002-01-21,24,Aquarius,Snake,Metal Snake,Horse,true,26/8,8,8,1,Cincinnati; LSU
00-0038653,Cory Durden,NE,DL,94,1999-01-26,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,55/10/1,37/10/1,37/10/1,3,N.C. State; Florida State
00-0040716,Craig Woodson,NE,DB,4,2001-02-20,25,Pisces,Snake,Metal Snake,Snake,false,25/7,7,7,1,California
00-0031054,DaQuan Jones,NE,DL,99,1991-12-27,34,Capricorn,Goat,Metal Goat,Goat,false,59/14/5,32/5,32/5,12,Penn State
00-0039829,Darius Muasau,NE,LB,54,2001-02-10,25,Aquarius,Snake,Metal Snake,Snake,false,15/6,6,6,2,UCLA; Hawaii
00-0039692,Dell Pettus,NE,DB,24,2001-06-02,25,Gemini,Snake,Metal Snake,Snake,false,11,11,11,2,Troy
00-0038621,DeMario Douglas,NE,WR,3,2000-12-08,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,22,13/4,13/4,3,Liberty
00-0039851,Drake Maye,NE,QB,10,2002-08-30,24,Virgo,Horse,Water Horse,Horse,false,42/6,15/6,15/6,2,North Carolina
00-0035678,Dre'Mont Jones,NE,LB,5,1997-01-05,29,Capricorn,Rat,Fire Rat,Ox,true,32/5,32/5,32/5,7,Ohio State
00-0040563,Efton Chism III,NE,WR,86,2001-10-26,24,Scorpio,Snake,Metal Snake,Snake,false,39/12/3,12/3,12/3,1,Eastern Washington
00-0041395,Eli Raridon,NE,TE,82,2004-02-12,22,Aquarius,Monkey,Wood Monkey,Monkey,false,20/2,11,11,0,Notre Dame
00-0040574,Elijah Ponder,NE,LB,91,2002-08-29,24,Virgo,Horse,Water Horse,Horse,false,41/5,23/5,23/5,1,Cal Poly (San Luis Obispo)
00-0041455,Erick Hunter,NE,LB,49,2003-02-26,23,Pisces,Goat,Water Goat,Goat,false,33,15/6,15/6,0,Morgan State
00-0041569,Gabe Jacas,NE,LB,50,2004-05-27,22,Gemini,Monkey,Wood Monkey,Monkey,false,38/11,20/2,20/2,0,Illinois
00-0029685,Greg Van Roten,NE,OL,70,1990-02-26,36,Pisces,Horse,Metal Horse,Horse,false,47/11,29/11,29/11,14,Penn
00-0033090,Hunter Henry,NE,TE,85,1994-12-07,31,Sagittarius,Dog,Wood Dog,Dog,false,42/6,33,33,10,Arkansas
00-0040147,Jared Wilson,NE,OL,55,2003-06-05,23,Gemini,Goat,Water Goat,Goat,false,16/7,16/7,16/7,1,Georgia
00-0040204,Jaylen Reed,NE,DB,23,2003-01-29,23,Aquarius,Horse,Water Horse,Goat,true,35/8,17/8,17/8,1,Penn State
00-0040171,Joshua Farmer,NE,DL,92,2003-01-17,23,Capricorn,Horse,Water Horse,Goat,true,23/5,14/5,14/5,1,Florida State
00-0040246,Julian Ashby,NE,LS,47,2002-07-08,24,Cancer,Horse,Water Horse,Horse,false,19/10/1,19/10/1,19/10/1,1,Vanderbilt; Furman
00-0041088,Karon Prunty,NE,DB,21,2001-12-24,24,Capricorn,Snake,Metal Snake,Snake,false,39/12/3,12/3,12/3,0,Wake Forest
00-0033132,Kevin Byard,NE,DB,31,1993-08-17,33,Leo,Rooster,Water Rooster,Rooster,false,47/11,38/11,38/11,10,Middle Tennessee State
00-0040131,Kyle Williams,NE,WR,18,2002-11-13,23,Scorpio,Horse,Water Horse,Horse,false,28/10/1,10/1,10/1,1,Washington State
00-0033555,Mack Hollins,NE,WR,13,1993-09-16,33,Virgo,Rooster,Water Rooster,Rooster,false,47/11,38/11,38/11,9,North Carolina
00-0037253,Marcus Jones,NE,DB,25,1998-10-22,27,Libra,Tiger,Earth Tiger,Tiger,false,59/14/5,32/5,32/5,4,Houston; Troy
00-0036198,Mike Onwenu,NE,OL,71,1997-12-10,28,Sagittarius,Ox,Fire Ox,Ox,false,48/12/3,30/3,30/3,6,Michigan
00-0036916,Milton Williams,NE,DL,97,1999-04-06,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,38/11,38/11,38/11,5,Louisiana Tech
00-0034941,Mitch Wishnowsky,NE,P,19,1992-03-02,34,Pisces,Monkey,Water Monkey,Monkey,false,26/8,26/8,26/8,7,Utah; Santa Barbara
00-0031330,Morgan Moses,NE,OL,76,1991-03-03,35,Pisces,Goat,Metal Goat,Goat,false,26/8,26/8,26/8,12,Virginia
00-0041109,Namdi Obiazor,NE,LB,48,2002-04-19,24,Aries,Horse,Water Horse,Horse,false,27/9,18/9,18/9,0,TCU; Iowa Western CC
00-0041402,Quintayvious Hutchins,NE,LB,45,2003-04-02,23,Aries,Goat,Water Goat,Goat,false,11,11,11,0,Boston College
00-0036187,Reggie Gilliam,NE,RB,44,1997-08-20,29,Leo,Ox,Fire Ox,Ox,false,54/9,36/9,36/9,6,Toledo
00-0036875,Rhamondre Stevenson,NE,RB,38,1998-02-23,28,Pisces,Tiger,Earth Tiger,Tiger,false,52/7,34/7,34/7,5,Oklahoma; Cerritos College
00-0034720,Robert Spillane,NE,LB,14,1995-12-14,30,Sagittarius,Pig,Wood Pig,Pig,false,50/5,32/5,32/5,8,Western Michigan
00-0037816,Romeo Doubs,NE,WR,87,2000-04-13,26,Aries,Dragon,Metal Dragon,Dragon,false,19/10/1,10/1,10/1,4,Nevada
00-0038476,Tommy DeVito,NE,QB,16,1998-08-07,28,Leo,Tiger,Earth Tiger,Tiger,false,42/6,42/6,42/6,3,Illinois; Syracuse
00-0040734,TreVeyon Henderson,NE,RB,32,2002-10-22,23,Libra,Horse,Water Horse,Horse,false,36/9,9,9,1,Ohio State
00-0040699,Will Campbell,NE,OL,66,2004-01-06,22,Capricorn,Goat,Water Goat,Monkey,true,13/4,13/4,13/4,1,LSU
00-0033906,Alvin Kamara,NO,RB,41,1995-07-25,31,Leo,Pig,Wood Pig,Pig,false,56/11,38/11,38/11,9,Tennessee; Hutchinson CC; Alabama
00-0036193,Anfernee Jennings,NO,LB,33,1997-05-01,29,Taurus,Ox,Fire Ox,Ox,false,32/5,32/5,32/5,6,Alabama
00-0038601,Asim Richards,NO,OL,72,2000-10-02,25,Libra,Dragon,Metal Dragon,Dragon,false,14/5,5,5,3,North Carolina
00-0041099,Barion Brown,NO,WR,19,2003-12-12,22,Sagittarius,Goat,Water Goat,Goat,false,29/11,11,11,0,LSU; Kentucky
00-0041067,Bryce Lance,NO,WR,18,2002-08-20,24,Leo,Horse,Water Horse,Horse,false,32/5,14/5,14/5,0,North Dakota State
00-0027962,Cameron Jordan,NO,LB,94,1989-07-10,37,Cancer,Snake,Earth Snake,Snake,false,44/8,35/8,35/8,15,California
00-0035402,Carl Granderson,NO,LB,96,1996-12-18,29,Sagittarius,Rat,Fire Rat,Rat,false,55/10/1,37/10/1,37/10/1,7,Wyoming
00-0036408,Cesar Ruiz,NO,OL,51,1999-06-14,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,48/12/3,39/12/3,39/12/3,6,Michigan
00-0036321,Chase Young,NO,LB,99,1999-04-14,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,46/10/1,37/10/1,37/10/1,6,Ohio State
00-0037239,Chris Olave,NO,WR,12,2000-06-27,26,Cancer,Dragon,Metal Dragon,Dragon,false,35/8,17/8,17/8,4,Ohio State
00-0036867,Chris Rumph II,NO,LB,58,1998-10-19,27,Libra,Tiger,Earth Tiger,Tiger,false,56/11,38/11,38/11,5,Duke
00-0041326,CJ Donaldson,NO,RB,43,2004-07-09,22,Cancer,Monkey,Wood Monkey,Monkey,false,22,22,22,0,Ohio State; West Virginia
00-0038387,Colby Wooden,NO,DL,50,2000-12-21,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,35/8,8,8,3,Auburn
00-0034161,Daniel Carlson,NO,K,10,1995-01-23,31,Aquarius,Dog,Wood Dog,Pig,true,48/12/3,30/3,30/3,8,Auburn
00-0040155,Danny Stutsman,NO,LB,28,2003-03-10,23,Pisces,Goat,Water Goat,Goat,false,18/9,9,9,1,Oklahoma
00-0035668,David Edwards,NO,OL,76,1997-03-20,29,Pisces,Ox,Fire Ox,Ox,false,49/13/4,31/4,31/4,7,Wisconsin
00-0033860,Davon Godchaux,NO,DL,92,1994-11-11,31,Scorpio,Dog,Wood Dog,Dog,false,45/9,27/9,27/9,9,LSU
00-0039424,Devaughn Vele,NO,WR,14,1997-12-12,28,Sagittarius,Ox,Fire Ox,Ox,false,50/5,32/5,32/5,2,Utah
00-0035242,Erik McCoy,NO,OL,78,1997-08-27,29,Virgo,Ox,Fire Ox,Ox,false,61/7,43/7,43/7,7,Texas A&M
00-0039725,Jayden Price,NO,DB,38,2000-04-05,26,Aries,Dragon,Metal Dragon,Dragon,false,11,11,11,2,North Dakota State
